Date,GameType,AwayScore,AwayTeam,HomeScore,HomeTeam,VenueName,AwayHR,HomeHR
2010-08-22,Regular Season,2,Chicago White Sox,3,Kansas City Royals,Kauffman Stadium,0,1
2010-08-22,Regular Season,7,San Diego Padres,3,Milwaukee Brewers,Miller Park,2,1
2010-08-22,Regular Season,0,San Francisco Giants,9,St. Louis Cardinals,Busch Stadium,0,1
2010-08-22,Regular Season,16,Atlanta Braves,5,Chicago Cubs,Wrigley Field,4,1
2010-08-22,Regular Season,3,Tampa Bay Rays,2,Oakland Athletics,Oakland Coliseum,0,0
2010-08-22,Regular Season,5,Cincinnati Reds,2,Los Angeles Dodgers,Dodger Stadium,1,1
2010-08-22,Regular Season,1,Colorado Rockies,0,Arizona Diamondbacks,Chase Field,0,0
2010-08-22,Regular Season,0,Los Angeles Angels,4,Minnesota Twins,Target Field,0,1
2010-08-23,Regular Season,9,Chicago Cubs,1,Washington Nationals,Nationals Park,1,0
2010-08-23,Regular Season,3,Houston Astros,2,Philadelphia Phillies,Citizens Bank Park,0,1
2010-08-23,Regular Season,3,Kansas City Royals,12,Detroit Tigers,Comerica Park,0,0
2010-08-23,Regular Season,10,St. Louis Cardinals,2,Pittsburgh Pirates,PNC Park,1,1
2010-08-23,Regular Season,2,New York Yankees,3,Toronto Blue Jays,Rogers Centre,0,2
2010-08-23,Regular Season,3,Seattle Mariners,6,Boston Red Sox,Fenway Park,0,0
2010-08-23,Regular Season,0,Minnesota Twins,4,Texas Rangers,Rangers Ballpark in Arlington,0,0
2010-08-23,Regular Season,4,Atlanta Braves,5,Colorado Rockies,Coors Field,2,1
2010-08-23,Regular Season,4,Tampa Bay Rays,3,Los Angeles Angels,Angel Stadium of Anaheim,1,0
2010-08-23,Regular Season,2,Cincinnati Reds,11,San Francisco Giants,AT&T Park,0,2
2010-08-24,Regular Season,5,Chicago Cubs,4,Washington Nationals,Nationals Park,2,0
2010-08-24,Regular Season,4,Houston Astros,2,Philadelphia Phillies,Citizens Bank Park,1,1
2010-08-24,Regular Season,1,Kansas City Royals,9,Detroit Tigers,Comerica Park,1,1
2010-08-24,Regular Season,5,Oakland Athletics,0,Cleveland Indians,Progressive Field,3,0
2010-08-24,Regular Season,3,St. Louis Cardinals,4,Pittsburgh Pirates,PNC Park,1,0
2010-08-24,Regular Season,11,New York Yankees,5,Toronto Blue Jays,Rogers Centre,5,0
2010-08-24,Regular Season,5,Florida Marlins,6,New York Mets,Citi Field,1,0
2010-08-24,Regular Season,3,Minnesota Twins,4,Texas Rangers,Rangers Ballpark in Arlington,0,1
2010-08-24,Regular Season,5,Baltimore Orioles,7,Chicago White Sox,U.S. Cellular Field,1,1
2010-08-24,Regular Season,5,Los Angeles Dodgers,3,Milwaukee Brewers,Miller Park,2,1
2010-08-24,Regular Season,2,Atlanta Braves,5,Colorado Rockies,Coors Field,1,2
2010-08-24,Regular Season,0,Arizona Diamondbacks,5,San Diego Padres,PETCO Park,0,2
2010-08-24,Regular Season,10,Tampa Bay Rays,3,Los Angeles Angels,Angel Stadium of Anaheim,2,1
2010-08-24,Regular Season,5,Cincinnati Reds,16,San Francisco Giants,AT&T Park,3,4
2010-08-25,Regular Season,3,Seattle Mariners,5,Boston Red Sox,Fenway Park,2,0
2010-08-25,Regular Season,4,Seattle Mariners,2,Boston Red Sox,Fenway Park,0,1
2010-08-25,Regular Season,4,Kansas City Royals,3,Detroit Tigers,Comerica Park,2,0
2010-08-25,Regular Season,10,Atlanta Braves,12,Colorado Rockies,Coors Field,1,1
2010-08-25,Regular Season,3,Tampa Bay Rays,12,Los Angeles Angels,Angel Stadium of Anaheim,1,1
2010-08-25,Regular Season,12,Cincinnati Reds,11,San Francisco Giants,AT&T Park,4,1
2010-08-25,Regular Season,4,Chicago Cubs,0,Washington Nationals,Nationals Park,2,0
2010-08-25,Regular Season,3,Houston Astros,2,Philadelphia Phillies,Citizens Bank Park,2,1
2010-08-25,Regular Season,6,Oakland Athletics,1,Cleveland Indians,Progressive Field,0,0
2010-08-25,Regular Season,2,St. Louis Cardinals,5,Pittsburgh Pirates,PNC Park,1,1
2010-08-25,Regular Season,3,New York Yankees,6,Toronto Blue Jays,Rogers Centre,1,2
2010-08-25,Regular Season,5,Florida Marlins,4,New York Mets,Citi Field,0,1
2010-08-25,Regular Season,3,Minnesota Twins,4,Texas Rangers,Rangers Ballpark in Arlington,0,2
2010-08-25,Regular Season,4,Baltimore Orioles,2,Chicago White Sox,U.S. Cellular Field,1,1
2010-08-25,Regular Season,5,Los Angeles Dodgers,4,Milwaukee Brewers,Miller Park,1,0
2010-08-25,Regular Season,3,Arizona Diamondbacks,9,San Diego Padres,PETCO Park,2,2
2010-08-26,Regular Season,5,Houston Astros,1,Philadelphia Phillies,Citizens Bank Park,1,0
2010-08-26,Regular Season,7,Los Angeles Dodgers,1,Milwaukee Brewers,Miller Park,1,1
2010-08-26,Regular Season,11,Arizona Diamondbacks,5,San Diego Padres,PETCO Park,2,1
2010-08-26,Regular Season,2,Oakland Athletics,3,Cleveland Indians,Progressive Field,0,1
2010-08-26,Regular Season,10,St. Louis Cardinals,11,Washington Nationals,Nationals Park,1,1
2010-08-26,Regular Season,7,Detroit Tigers,1,Toronto Blue Jays,Rogers Centre,2,1
2010-08-26,Regular Season,11,Florida Marlins,4,New York Mets,Citi Field,1,1
2010-08-26,Regular Season,6,Minnesota Twins,4,Texas Rangers,Rangers Ballpark in Arlington,2,1
2010-08-26,Regular Season,0,Baltimore Orioles,8,Chicago White Sox,U.S. Cellular Field,0,1
2010-08-27,Regular Season,4,Kansas City Royals,15,Cleveland Indians,Progressive Field,1,3
2010-08-27,Regular Season,4,St. Louis Cardinals,2,Washington Nationals,Nationals Park,2,1
2010-08-27,Regular Season,2,Detroit Tigers,3,Toronto Blue Jays,Rogers Centre,1,2
2010-08-27,Regular Season,3,Boston Red Sox,1,Tampa Bay Rays,Tropicana Field,2,0
2010-08-27,Regular Season,1,Chicago Cubs,7,Cincinnati Reds,Great American Ball Park,0,4
2010-08-27,Regular Season,1,Houston Astros,2,New York Mets,Citi Field,0,0
2010-08-27,Regular Season,7,Florida Marlins,1,Atlanta Braves,Turner Field,4,1
2010-08-27,Regular Season,3,Oakland Athletics,7,Texas Rangers,Rangers Ballpark in Arlington,2,0
2010-08-27,Regular Season,4,New York Yankees,9,Chicago White Sox,U.S. Cellular Field,1,0
2010-08-27,Regular Season,2,Pittsburgh Pirates,7,Milwaukee Brewers,Miller Park,1,0
2010-08-27,Regular Season,6,Los Angeles Dodgers,2,Colorado Rockies,Coors Field,1,1
2010-08-27,Regular Season,3,Baltimore Orioles,1,Los Angeles Angels,Angel Stadium of Anaheim,0,0
2010-08-27,Regular Season,3,Philadelphia Phillies,2,San Diego Padres,PETCO Park,0,1
2010-08-27,Regular Season,6,Minnesota Twins,3,Seattle Mariners,Safeco Field,0,0
2010-08-27,Regular Season,6,Arizona Diamondbacks,0,San Francisco Giants,AT&T Park,1,0
2010-08-28,Regular Season,4,Detroit Tigers,5,Toronto Blue Jays,Rogers Centre,1,0
2010-08-28,Regular Season,1,Minnesota Twins,0,Seattle Mariners,Safeco Field,0,0
2010-08-28,Regular Season,3,Philadelphia Phillies,1,San Diego Padres,PETCO Park,0,0
2010-08-28,Regular Season,3,Kansas City Royals,4,Cleveland Indians,Progressive Field,1,1
2010-08-28,Regular Season,12,New York Yankees,9,Chicago White Sox,U.S. Cellular Field,4,3
2010-08-28,Regular Season,5,St. Louis Cardinals,14,Washington Nationals,Nationals Park,1,2
2010-08-28,Regular Season,3,Florida Marlins,12,Atlanta Braves,Turner Field,0,3
2010-08-28,Regular Season,4,Houston Astros,1,New York Mets,Citi Field,1,0
2010-08-28,Regular Season,7,Pittsburgh Pirates,8,Milwaukee Brewers,Miller Park,3,3
2010-08-28,Regular Season,2,Boston Red Sox,3,Tampa Bay Rays,Tropicana Field,1,2
2010-08-28,Regular Season,3,Chicago Cubs,2,Cincinnati Reds,Great American Ball Park,2,1
2010-08-28,Regular Season,5,Oakland Athletics,0,Texas Rangers,Rangers Ballpark in Arlington,1,0
2010-08-28,Regular Season,3,Los Angeles Dodgers,5,Colorado Rockies,Coors Field,1,2
2010-08-28,Regular Season,11,Arizona Diamondbacks,3,San Francisco Giants,AT&T Park,2,1
2010-08-28,Regular Season,5,Baltimore Orioles,0,Los Angeles Angels,Angel Stadium of Anaheim,1,0
2010-08-29,Regular Season,6,Kansas City Royals,2,Cleveland Indians,Progressive Field,1,1
2010-08-29,Regular Season,10,Detroit Tigers,4,Toronto Blue Jays,Rogers Centre,3,2
2010-08-29,Regular Season,5,Chicago Cubs,7,Cincinnati Reds,Great American Ball Park,1,1
2010-08-29,Regular Season,1,Houston Astros,5,New York Mets,Citi Field,0,1
2010-08-29,Regular Season,6,Florida Marlins,7,Atlanta Braves,Turner Field,1,2
2010-08-29,Regular Season,2,St. Louis Cardinals,4,Washington Nationals,Nationals Park,1,1
2010-08-29,Regular Season,2,New York Yankees,1,Chicago White Sox,U.S. Cellular Field,1,0
2010-08-29,Regular Season,4,Pittsburgh Pirates,8,Milwaukee Brewers,Miller Park,3,1
2010-08-29,Regular Season,8,Oakland Athletics,2,Texas Rangers,Rangers Ballpark in Arlington,2,1
2010-08-29,Regular Season,5,Los Angeles Dodgers,10,Colorado Rockies,Coors Field,0,3
2010-08-29,Regular Season,1,Baltimore Orioles,0,Los Angeles Angels,Angel Stadium of Anaheim,0,0
2010-08-29,Regular Season,7,Arizona Diamondbacks,9,San Francisco Giants,AT&T Park,1,0
2010-08-29,Regular Season,5,Philadelphia Phillies,0,San Diego Padres,PETCO Park,2,0
2010-08-29,Regular Season,1,Minnesota Twins,2,Seattle Mariners,Safeco Field,1,0
2010-08-29,Regular Season,3,Boston Red Sox,5,Tampa Bay Rays,Tropicana Field,0,2
2010-08-30,Regular Season,10,Chicago White Sox,6,Cleveland Indians,Progressive Field,2,1
2010-08-30,Regular Season,5,Oakland Athletics,11,New York Yankees,Yankee Stadium,1,3
2010-08-30,Regular Season,4,Milwaukee Brewers,5,Cincinnati Reds,Great American Ball Park,0,2
2010-08-30,Regular Season,3,New York Mets,9,Atlanta Braves,Turner Field,0,2
2010-08-30,Regular Season,2,Toronto Blue Jays,6,Tampa Bay Rays,Tropicana Field,1,1
2010-08-30,Regular Season,9,Washington Nationals,3,Florida Marlins,Sun Life Stadium,2,2
2010-08-30,Regular Season,2,Pittsburgh Pirates,14,Chicago Cubs,Wrigley Field,0,1
2010-08-30,Regular Season,0,St. Louis Cardinals,3,Houston Astros,Minute Maid Park,0,0
2010-08-30,Regular Season,3,Texas Rangers,0,Kansas City Royals,Kauffman Stadium,0,0
2010-08-30,Regular Season,2,San Diego Padres,7,Arizona Diamondbacks,Chase Field,1,2
2010-08-30,Regular Season,5,Los Angeles Angels,3,Seattle Mariners,Safeco Field,3,0
2010-08-30,Regular Season,0,Philadelphia Phillies,3,Los Angeles Dodgers,Dodger Stadium,0,1
2010-08-30,Regular Season,2,Colorado Rockies,1,San Francisco Giants,AT&T Park,0,0
2010-08-31,Regular Season,2,Boston Red Sox,5,Baltimore Orioles,Oriole Park at Camden Yards,1,2
2010-08-31,Regular Season,4,Chicago White Sox,3,Cleveland Indians,Progressive Field,1,1
2010-08-31,Regular Season,3,Oakland Athletics,9,New York Yankees,Yankee Stadium,1,3
2010-08-31,Regular Season,4,Milwaukee Brewers,8,Cincinnati Reds,Great American Ball Park,1,1
2010-08-31,Regular Season,2,New York Mets,9,Atlanta Braves,Turner Field,0,1
2010-08-31,Regular Season,13,Toronto Blue Jays,5,Tampa Bay Rays,Tropicana Field,3,0
2010-08-31,Regular Season,0,Washington Nationals,1,Florida Marlins,Sun Life Stadium,0,0
2010-08-31,Regular Season,14,Pittsburgh Pirates,7,Chicago Cubs,Wrigley Field,2,1
2010-08-31,Regular Season,0,St. Louis Cardinals,3,Houston Astros,Minute Maid Park,0,0
2010-08-31,Regular Season,3,Detroit Tigers,4,Minnesota Twins,Target Field,0,0
2010-08-31,Regular Season,9,Texas Rangers,10,Kansas City Royals,Kauffman Stadium,4,1
2010-08-31,Regular Season,4,San Diego Padres,7,Arizona Diamondbacks,Chase Field,0,1
2010-08-31,Regular Season,1,Los Angeles Angels,3,Seattle Mariners,Safeco Field,0,0
2010-08-31,Regular Season,8,Philadelphia Phillies,4,Los Angeles Dodgers,Dodger Stadium,2,1
2010-08-31,Regular Season,2,Colorado Rockies,5,San Francisco Giants,AT&T Park,1,1
2010-09-01,Regular Season,6,Chicago White Sox,4,Cleveland Indians,Progressive Field,3,0
2010-09-01,Regular Season,2,St. Louis Cardinals,5,Houston Astros,Minute Maid Park,1,1
2010-09-01,Regular Season,3,Pittsburgh Pirates,5,Chicago Cubs,Wrigley Field,1,0
2010-09-01,Regular Season,5,Philadelphia Phillies,1,Los Angeles Dodgers,Dodger Stadium,2,0
2010-09-01,Regular Season,2,San Diego Padres,5,Arizona Diamondbacks,Chase Field,1,2
2010-09-01,Regular Season,9,Boston Red Sox,6,Baltimore Orioles,Oriole Park at Camden Yards,3,0
2010-09-01,Regular Season,3,Oakland Athletics,4,New York Yankees,Yankee Stadium,1,0
2010-09-01,Regular Season,1,Milwaukee Brewers,6,Cincinnati Reds,Great American Ball Park,0,1
2010-09-01,Regular Season,1,New York Mets,4,Atlanta Braves,Turner Field,0,0
2010-09-01,Regular Season,1,Toronto Blue Jays,2,Tampa Bay Rays,Tropicana Field,1,1
2010-09-01,Regular Season,10,Washington Nationals,16,Florida Marlins,Sun Life Stadium,1,3
2010-09-01,Regular Season,1,Detroit Tigers,2,Minnesota Twins,Target Field,0,0
2010-09-01,Regular Season,4,Texas Rangers,3,Kansas City Royals,Kauffman Stadium,1,1
2010-09-01,Regular Season,1,Colorado Rockies,2,San Francisco Giants,AT&T Park,1,0
2010-09-01,Regular Season,4,Los Angeles Angels,2,Seattle Mariners,Safeco Field,2,0
2010-09-02,Regular Season,0,Oakland Athletics,5,New York Yankees,Yankee Stadium,0,3
2010-09-02,Regular Season,6,Boston Red Sox,4,Baltimore Orioles,Oriole Park at Camden Yards,1,0
2010-09-02,Regular Season,12,Philadelphia Phillies,11,Colorado Rockies,Coors Field,3,3
2010-09-02,Regular Season,4,New York Mets,2,Atlanta Braves,Turner Field,1,1
2010-09-02,Regular Season,10,Detroit Tigers,9,Minnesota Twins,Target Field,5,0
2010-09-02,Regular Season,6,Cleveland Indians,3,Seattle Mariners,Safeco Field,1,1
2010-09-03,Regular Season,3,Toronto Blue Jays,7,New York Yankees,Yankee Stadium,1,0
2010-09-03,Regular Season,6,New York Mets,7,Chicago Cubs,Wrigley Field,2,2
2010-09-03,Regular Season,0,Milwaukee Brewers,1,Philadelphia Phillies,Citizens Bank Park,0,0
2010-09-03,Regular Season,4,Tampa Bay Rays,1,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2010-09-03,Regular Season,5,Washington Nationals,8,Pittsburgh Pirates,PNC Park,1,1
2010-09-03,Regular Season,1,Atlanta Braves,6,Florida Marlins,Sun Life Stadium,0,0
2010-09-03,Regular Season,9,Detroit Tigers,5,Kansas City Royals,Kauffman Stadium,1,1
2010-09-03,Regular Season,3,Texas Rangers,4,Minnesota Twins,Target Field,0,0
2010-09-03,Regular Season,2,Cincinnati Reds,3,St. Louis Cardinals,Busch Stadium,1,0
2010-09-03,Regular Season,3,Houston Astros,4,Arizona Diamondbacks,Chase Field,0,0
2010-09-03,Regular Season,0,Los Angeles Angels,8,Oakland Athletics,Oakland Coliseum,0,2
2010-09-03,Regular Season,4,Colorado Rockies,3,San Diego Padres,PETCO Park,2,1
2010-09-03,Regular Season,0,Cleveland Indians,1,Seattle Mariners,Safeco Field,0,0
2010-09-03,Regular Season,2,San Francisco Giants,4,Los Angeles Dodgers,Dodger Stadium,0,1
2010-09-04,Regular Season,3,Chicago White Sox,1,Boston Red Sox,Fenway Park,0,0
2010-09-04,Regular Season,3,Chicago White Sox,1,Boston Red Sox,Fenway Park,0,0
2010-09-04,Regular Season,5,Toronto Blue Jays,7,New York Yankees,Yankee Stadium,2,1
2010-09-04,Regular Season,3,New York Mets,5,Chicago Cubs,Wrigley Field,1,1
2010-09-04,Regular Season,4,Texas Rangers,12,Minnesota Twins,Target Field,1,2
2010-09-04,Regular Season,1,Los Angeles Angels,3,Oakland Athletics,Oakland Coliseum,1,0
2010-09-04,Regular Season,6,Cincinnati Reds,1,St. Louis Cardinals,Busch Stadium,1,0
2010-09-04,Regular Season,6,Colorado Rockies,2,San Diego Padres,PETCO Park,0,0
2010-09-04,Regular Season,4,Tampa Bay Rays,8,Baltimore Orioles,Oriole Park at Camden Yards,3,1
2010-09-04,Regular Season,9,Washington Nationals,2,Pittsburgh Pirates,PNC Park,1,1
2010-09-04,Regular Season,4,Milwaukee Brewers,5,Philadelphia Phillies,Citizens Bank Park,4,2
2010-09-04,Regular Season,2,Atlanta Braves,0,Florida Marlins,Sun Life Stadium,0,0
2010-09-04,Regular Season,6,Detroit Tigers,4,Kansas City Royals,Kauffman Stadium,1,1
2010-09-04,Regular Season,6,Houston Astros,5,Arizona Diamondbacks,Chase Field,1,1
2010-09-04,Regular Season,5,San Francisco Giants,4,Los Angeles Dodgers,Dodger Stadium,4,1
2010-09-04,Regular Season,4,Cleveland Indians,2,Seattle Mariners,Safeco Field,0,1
2010-09-05,Regular Season,6,Atlanta Braves,7,Florida Marlins,Sun Life Stadium,0,1
2010-09-05,Regular Season,7,Toronto Blue Jays,3,New York Yankees,Yankee Stadium,3,0
2010-09-05,Regular Season,7,Chicago White Sox,5,Boston Red Sox,Fenway Park,0,1
2010-09-05,Regular Season,6,Milwaukee Brewers,2,Philadelphia Phillies,Citizens Bank Park,1,0
2010-09-05,Regular Season,7,Tampa Bay Rays,8,Baltimore Orioles,Oriole Park at Camden Yards,4,1
2010-09-05,Regular Season,8,Washington Nationals,1,Pittsburgh Pirates,PNC Park,1,1
2010-09-05,Regular Season,1,Detroit Tigers,2,Kansas City Royals,Kauffman Stadium,1,1
2010-09-05,Regular Season,5,Texas Rangers,6,Minnesota Twins,Target Field,0,0
2010-09-05,Regular Season,2,Cincinnati Reds,4,St. Louis Cardinals,Busch Stadium,0,1
2010-09-05,Regular Season,18,New York Mets,5,Chicago Cubs,Wrigley Field,2,2
2010-09-05,Regular Season,7,Los Angeles Angels,4,Oakland Athletics,Oakland Coliseum,2,0
2010-09-05,Regular Season,4,Colorado Rockies,2,San Diego Padres,PETCO Park,1,1
2010-09-05,Regular Season,0,Cleveland Indians,3,Seattle Mariners,Safeco Field,0,1
2010-09-05,Regular Season,3,Houston Astros,2,Arizona Diamondbacks,Chase Field,1,2
2010-09-05,Regular Season,3,San Francisco Giants,0,Los Angeles Dodgers,Dodger Stadium,1,0
2010-09-06,Regular Season,7,Florida Marlins,1,Philadelphia Phillies,Citizens Bank Park,2,0
2010-09-06,Regular Season,4,Florida Marlins,7,Philadelphia Phillies,Citizens Bank Park,3,0
2010-09-06,Regular Season,4,Baltimore Orioles,3,New York Yankees,Yankee Stadium,0,1
2010-09-06,Regular Season,5,Chicago White Sox,4,Detroit Tigers,Comerica Park,0,1
2010-09-06,Regular Season,3,New York Mets,13,Washington Nationals,Nationals Park,0,2
2010-09-06,Regular Season,2,Texas Rangers,7,Toronto Blue Jays,Rogers Centre,0,3
2010-09-06,Regular Season,1,Atlanta Braves,3,Pittsburgh Pirates,PNC Park,0,1
2010-09-06,Regular Season,4,Kansas City Royals,5,Minnesota Twins,Target Field,0,2
2010-09-06,Regular Season,8,St. Louis Cardinals,6,Milwaukee Brewers,Miller Park,1,3
2010-09-06,Regular Season,4,Houston Astros,5,Chicago Cubs,Wrigley Field,1,2
2010-09-06,Regular Season,5,Cincinnati Reds,10,Colorado Rockies,Coors Field,0,1
2010-09-06,Regular Season,2,Seattle Mariners,6,Oakland Athletics,Oakland Coliseum,1,2
2010-09-06,Regular Season,2,San Francisco Giants,0,Arizona Diamondbacks,Chase Field,0,0
2010-09-06,Regular Season,5,Tampa Bay Rays,12,Boston Red Sox,Fenway Park,0,3
2010-09-06,Regular Season,3,Cleveland Indians,2,Los Angeles Angels,Angel Stadium of Anaheim,0,1
2010-09-06,Regular Season,2,Los Angeles Dodgers,4,San Diego Padres,PETCO Park,1,1
2010-09-07,Regular Season,0,Atlanta Braves,5,Pittsburgh Pirates,PNC Park,0,1
2010-09-07,Regular Season,6,Baltimore Orioles,2,New York Yankees,Yankee Stadium,1,0
2010-09-07,Regular Season,1,Chicago White Sox,9,Detroit Tigers,Comerica Park,0,2
2010-09-07,Regular Season,7,Florida Marlins,8,Philadelphia Phillies,Citizens Bank Park,1,3
2010-09-07,Regular Season,4,New York Mets,1,Washington Nationals,Nationals Park,1,1
2010-09-07,Regular Season,5,Texas Rangers,8,Toronto Blue Jays,Rogers Centre,1,4
2010-09-07,Regular Season,14,Tampa Bay Rays,5,Boston Red Sox,Fenway Park,5,1
2010-09-07,Regular Season,7,Houston Astros,3,Chicago Cubs,Wrigley Field,1,0
2010-09-07,Regular Season,3,Kansas City Royals,10,Minnesota Twins,Target Field,1,1
2010-09-07,Regular Season,2,St. Louis Cardinals,4,Milwaukee Brewers,Miller Park,0,0
2010-09-07,Regular Season,3,Cincinnati Reds,4,Colorado Rockies,Coors Field,1,1
2010-09-07,Regular Season,6,San Francisco Giants,3,Arizona Diamondbacks,Chase Field,3,1
2010-09-07,Regular Season,6,Cleveland Indians,1,Los Angeles Angels,Angel Stadium of Anaheim,2,1
2010-09-07,Regular Season,1,Los Angeles Dodgers,2,San Diego Padres,PETCO Park,0,0
2010-09-07,Regular Season,7,Seattle Mariners,5,Oakland Athletics,Oakland Coliseum,1,0
2010-09-08,Regular Season,3,New York Mets,2,Washington Nationals,Nationals Park,0,1
2010-09-08,Regular Season,2,Baltimore Orioles,3,New York Yankees,Yankee Stadium,1,1
2010-09-08,Regular Season,9,Atlanta Braves,3,Pittsburgh Pirates,PNC Park,0,0
2010-09-08,Regular Season,1,Chicago White Sox,5,Detroit Tigers,Comerica Park,1,0
2010-09-08,Regular Season,3,Cleveland Indians,4,Los Angeles Angels,Angel Stadium of Anaheim,1,2
2010-09-08,Regular Season,6,Florida Marlins,10,Philadelphia Phillies,Citizens Bank Park,1,1
2010-09-08,Regular Season,8,Texas Rangers,1,Toronto Blue Jays,Rogers Centre,2,1
2010-09-08,Regular Season,5,Tampa Bay Rays,11,Boston Red Sox,Fenway Park,1,5
2010-09-08,Regular Season,4,Houston Astros,0,Chicago Cubs,Wrigley Field,1,0
2010-09-08,Regular Season,3,Kansas City Royals,4,Minnesota Twins,Target Field,0,1
2010-09-08,Regular Season,1,St. Louis Cardinals,8,Milwaukee Brewers,Miller Park,1,1
2010-09-08,Regular Season,2,Cincinnati Reds,9,Colorado Rockies,Coors Field,0,3
2010-09-08,Regular Season,1,San Francisco Giants,3,Arizona Diamondbacks,Chase Field,1,0
2010-09-08,Regular Season,0,Los Angeles Dodgers,4,San Diego Padres,PETCO Park,0,0
2010-09-08,Regular Season,3,Seattle Mariners,4,Oakland Athletics,Oakland Coliseum,2,1
2010-09-09,Regular Season,3,Chicago White Sox,6,Detroit Tigers,Comerica Park,1,0
